"instance","prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC"
6993,0.1885,3.32048285296673,0.0170180405815818,0.0120210927556179,6582.66973907781,7043.37295115404
6994,0.2325,4.33594405372898,0.00890284152526169,0.00709891069494377,15617.5460395747,14881.1118338952
6995,0.216,3.31537897341929,0.0694502074492168,0.0543146987563384,1706.77572322707,1804.3450168295
6996,0.3035,2.72455824373879,0.0128033092449995,0.00822407758603982,7357.02513654915,8577.04469778962
6997,0.437,3.77817659705254,0.0174709907308646,0.0161731380079607,7970.61350078684,6825.45366961795
6998,0.24,1.64160430631573,0.00869433558866168,0.00804494198592789,5735.07508870559,4853.93267492751
6999,0.0955,2.23197495012724,0.0659391888597143,0.0607171808238063,1234.9657039439,1084.80445540723
7000,0.1235,4.51844059089832,0.102932925855971,0.071596021448611,1461.28519849537,1807.8456217365
7001,0.4545,4.63656819543793,0.00875482927747052,0.00716547368217926,18500.7748491939,17646.8740210922
7002,0.3165,3.90074858645313,0.00964764578345269,0.00792232453160372,13672.6186921709,12920.2247749399
7003,0.191,4.07404497365339,0.00495503901240977,0.00376374008723682,21369.3336661882,20204.2027088384
7004,0.1715,3.72947483101883,0.00776980837860686,0.00537982998771516,13641.142065633,13863.5992804399
7005,0.3205,3.30563758026889,0.0242992127937106,0.0122100135493323,4969.3673916867,7526.73128951115
7006,0.333,4.146588455704,0.0104693391725142,0.00361964864632309,13503.4922744246,25279.9362872798
7007,0.3465,6.0811423025314,0.00762560772310482,0.00601649685417139,26715.4750273432,25850.9750210945
7008,0.2885,2.09790379881555,0.0179740272311718,0.0105185611905859,4051.95495287225,5220.30275131889
7009,0.209,1.67664352404552,0.0307133765314401,0.0241059456245792,1898.17431028883,1917.28189592361
7010,0.3195,3.35170214417187,0.00587217734310513,0.00487290553846702,17730.7925467733,16259.317766668
7011,0.199,3.36513089527068,0.0134121454758939,0.00904851697978572,8289.61174260841,9065.38138754358
7012,0.319,2.63329230153398,0.0157982112238221,0.00622353146449867,5876.93318641245,10521.3406990009
7013,0.137,3.06285244177683,0.0155002517426535,0.00818147143892447,6305.59649285534,8120.38955472326
7014,0.3925,4.13349589643388,0.0122566593780316,0.00937073738507821,12000.0991237626,12199.744170853
7015,0.3765,3.26000753193998,0.0128955375730895,0.00901655188915522,8908.14132165043,9816.87057579731
7016,0.296,2.19341170473959,0.00484641421594241,0.00387877090219381,12866.19458482,11952.4285714286
7017,0.2935,3.40285943587796,0.0225695894193784,0.00785272196640585,5391.77900352327,11093.2111888145
7018,0.3995,3.00905351797777,0.00765604400833779,0.00413122844864118,13152.2001147879,17190.9585985234
